50100004	10
50100002	10
51003905	10
50100191	10
50100190	10
50100606	10
51000017	10
51001304	10
51000106	10
50026907	10
50102204	10
50001004	10
51010350	10
50101902	10
51000895	10
51001204	10
50102902	10
51000161	10
51000181	10
51002105	10
50101108	10
50100408	10
50648203	10
50101004	10
50022806	10
51003505	10
51001404	10
51000302	10
51000703	10
50027907	10
51003405	10
50100173	10
50102101	10
50100402	10
50100496	10
51000996	10
50100608	10
50105907	10
50612506	10
51000267	10
50100485	10
50100394	10
50100198	10
51002204	10
50101107	10
51000398	10
50009407	10
51003050	10
51000906	10
50100297	10
51002093	10
50102606	10
50102208	10
50101904	10
51000998	10
51004205	10
51000373	10
51001605	10
50100706	10
50101908	10
51000150	10
50102001	10
51000204	10
50103706	10
51000993	10
51001295	10
50100807	10
50100304	10
50100585	10
50101401	10
51000103	10
50102502	10
50102602	10
50107007	10
51000801	10
51000284	10
51001196	10
51001093	10
50105307	10
51000376	10
50102607	10
51000403	10
51000907	10
50101003	10
50100185	10
50105507	10
50001908	10
51001296	10
50101005	10
50104505	10
50102600	10
51001893	10
51001106	10
50103206	10
50103407	10
51000175	10
50103607	10
51002304	10
50003006	10
51001395	10
51000380	10
51000402	10
51000367	10
51000603	10
50102702	10
50100696	10
51000379	10
50100487	10
51003250	10
50100307	10
51000506	10
51000174	10
50005407	10
50100100	10
51000184	10
51000503	10
51010450	10
51000375	10
50100177	10
51004950	10
51000291	10
50015307	10
50100301	10
50100199	10
50100804	10
50100600	10
51002005	10
51000188	10
51000694	10
51000580	10
50104707	10
51000102	10
50106907	10
50102906	10
50103405	10
50102005	10
50100192	10
50102205	10
51000405	10
51002504	10
50102700	10
50102108	10
50101906	10
50101901	10
50103202	10
51002205	10
51000289	10
51000390	10
51000490	10
51000388	10
50018706	10
51002305	10
50102008	10
50009508	10
50105207	10
50100250	10
50101301	10
51001301	10
50012606	10
51000999	10
50601289	10
50100594	10
51003605	10
51003705	10
50104805	10
51001000	10
51002604	10
50100580	10
50100186	10
50101907	10
50101905	10
50100179	10
50104607	10
50101508	10
50100384	10
50100493	10
51000300	10
50100138	10
51000507	10
50101000	10
51000179	10
50103606	10
50103107	10
51000502	10
51000899	10
50100792	10
51008050	10
50000304	10
50100197	10
50100393	10
51000689	10
51302404	10
50100308	10
50100165	10
50001807	10
50100378	10
50104407	10
50100166	10
50100140	10
51000107	10
50100295	10
51001598	10
51000695	10
50101505	10
51000287	10
51001993	10
50016406	10
50100907	10
50106007	10
50100293	10
50007507	10
51000498	10
50100494	10
50101702	10
50102306	10
51000903	10
51000176	10
51001003	10
51011550	10
50101507	10
51001006	10
51000393	10
50100155	10
52016550	10
51000680	10
51001207	10
50100486	10
50100492	10
51001506	10
50100277	10
50101701	10
51000589	10
50100388	10
50103807	10
51101804	10
50100208	10
50100895	10
50106707	10
50107207	10
51001405	10
51000207	10
50102105	10
50101008	10
50100650	10
50100183	10
50101603	10
50101808	10
50101801	10
50400506	10
51001096	10
50102404	10
50103207	10
50100182	10
50100108	10
51001504	10
50100395	10
51000476	10
50104207	10
50101300	10
50100798	10
50101600	10
50100292	10
51000193	10
51002550	10
50102007	10
50102102	10
50103104	10
50101206	10
51001604	10
50101706	10
51000450	10
50103302	10
50104904	10
50104305	10
50104205	10
51001205	10
50101105	10
51000183	10
50102604	10
51001103	10
50102206	10
50033007	10
50100303	10
51000196	10
51001805	10
50101695	10
50103100	10
51007850	10
51000276	10
51000185	10
50104807	10
51011650	10
50103450	10
51201304	10
50100300	10
50000200	10
51000698	10
50100184	10
50100498	10
51000575	10
51000696	10
51001850	10
50103007	10
51000307	10
51000306	10
51005005	10
51000274	10
51000893	10
51010950	10
50103707	10
50100708	10
50106407	10
51001704	10
51701704	10
50015008	10
50100480	10
50100260	10
51420250	10
51405000	10
50100586	10
50103000	10
50102504	10
50100495	10
50103507	10
50100400	10
50105707	10
51004050	10
50100204	10
50101400	10
50106607	10
50104507	10
50104307	10
50104704	10
50100398	10
51000796	10
50100181	10
50102201	10
50101101	10
51010250	10
50102307	10
51900105	10
51000905	10
51000487	10
50105004	10
50101608	10
51000499	10
51000295	10
51000693	10
50100207	10
51003850	10
51008150	10
51005750	10
50102407	10
50015308	10
50102405	10
51000281	10
50101205	10
50100278	10
50100406	10
50100704	10
50103306	10
50101606	10
50100999	10
51001195	10
51002950	10
51001293	10
51001005	10
51002905	10
51001503	10
51000684	10
51007150	10
51000894	10
51000675	10
51000493	10
51000278	10
50103106	10
50100285	10
51301705	10
50104504	10
50101495	10
50100104	10
50100377	10
51001698	10
50008606	10
51000178	10
50100180	10
50100170	10
50103005	10
50199999	10
50103704	10
51000406	10
50100693	10
50100390	10
51003005	10
50106507	10
50105607	10
50102207	10
51000374	10
51000606	10
50107107	10
51001804	10
51000279	10
51001793	10
50100508	10
51000484	10
50102750	10
51000901	10
50036507	10
51000399	10
51000200	10
51001200	10
51001305	10
50107507	10
50105104	10
50100507	10
51000588	10
51009650	10
51001400	10
50100603	10
50101503	10
51001906	10
51001904	10
51000607	10
51000600	10
50100391	10
51001007	10
50102802	10
50100107	10
50101708	10
50102003	10
51000501	10
51000889	10
50100589	10
50103307	10
50100298	10
51000488	10
50100686	10
50101403	10
50102406	10
51001098	10
50100595	10
50105007	10
50102806	10
50102106	10
50101406	10
51004805	10
50037107	10
